qid,pred
0016-2,"**Yes**, the person appears to be facing both sideways and forward due to **photo editing or digital manipulation**.

**Explanation:**

The image presents an optical illusion created by combining features from two different perspectives: a near-frontal view (specifically the eye looking towards the viewer) and a profile view (the silhouette of the nose, lips, and chin). This combination is anatomically impossible to capture in a single, unedited photograph from one viewpoint. Therefore, techniques like digital compositing (merging parts of different images) or significant warping were used to create this effect."
0016-3,"**No, the perception of the person facing forward isn't *solely* because of the symmetry of the shoulders, although the shoulders contribute significantly to that interpretation.**

**Explanation:**

This image is a classic optical illusion designed to be ambiguous.

1.  **Facial Ambiguity:** The core of the illusion lies in the facial features. The single visible eye looks directly forward, suggesting a frontal view. However, the strong silhouette of the nose, lips, and chin forms a clear profile view looking to the right.
2.  **Role of Shoulders:** The relatively symmetrical appearance of the shoulders and the t-shirt neckline *supports* the interpretation of the person facing forward. If the shoulders were distinctly turned sideways, it would strongly contradict the forward-facing perception and make the profile view dominant.
3.  **Conclusion:** The brain switches between two valid interpretations based on the conflicting cues. The symmetrical shoulders make the *forward-facing* interpretation plausible and stable, but the ambiguity originates primarily from the dual interpretation possible with the facial features themselves."
0016-7,B
0036-0,Error
0036-1,"The machine achieves thin slicing despite the apparent blade speed through a combination of factors:

1.  **High Effective Blade Speed:** While the central rotation might not look extremely fast, the outer edge of the blades (the tip speed) where cutting occurs is moving much faster. Furthermore, the presence of multiple blades increases the frequency of cuts per single rotation.
2.  **Controlled Feed Rate:** The green conveyor belt mechanism pushes the zucchini into the blades at a very precise, slow, and constant speed.

**Brief Explanation:** The slice thickness is determined by how far the zucchini advances between each pass of a blade. By combining a high frequency of cuts (due to multiple blades moving quickly at their tips) with a very slow forward push of the zucchini, the machine rapidly produces consistently thin slices."
0036-2,"**No.**

**Explanation:**

The machine cuts the zucchini thinly because of its **mechanical design**, specifically the sharp blades and the set gap or feed rate that determines how much material is sliced off with each pass. The high speed of the blades ensures a quick and clean cut.

The **stroboscopic effect** is a *visual illusion* related to how rapidly moving objects are perceived under specific lighting conditions or captured by a camera's frame rate. It can make things look slowed down or frozen but does not affect the physical thickness of the slices being produced."
0036-3,Error
0036-7,C
0037-0,Error
0037-1,Error
0037-2,"Yes, the video is edited in multiple parts using visual effects to create the effect of video game glitches.

**Explanation:**

The video employs several post-production editing techniques and visual effects (VFX) to simulate common video game bugs. These include:

1.  **Object Physics Glitches:** The red cup shakes violently and moves erratically across the counter.
2.  **T-Posing:** The person suddenly freezes with arms outstretched, a classic animation glitch.
3.  **Texture/Model Errors:** The person's appearance changes, first becoming pixelated and then showing a ""missing texture"" checkerboard pattern. The appearance of the red ""ERROR"" text further emphasizes this.
4.  **Duplication/Spawning Glitches:** A smaller version of the person appears briefly, and multiple ping pong balls suddenly spawn and bounce unnaturally.
5.  **Audio Glitches:** The background audio repeats and stutters throughout the clip.

These effects are impossible to achieve in a single, unedited real-life take and are clearly added digitally to mimic the experience of encountering glitches in a video game."
0037-3,"**No**, the video is edited in **multiple parts** to create the effect of various video game glitches.

**Explanation:**

The video showcases several different types of glitches occurring sequentially, not just one effect in a single segment. These distinct effects, such as the cup shaking, the man T-posing, texture changes (low-poly, missing texture), character duplication, and object spawning (multiple balls), appear at different points in the video, indicating that editing was applied to multiple segments or elements throughout the clip."
0037-7,Error
0038-0,"**Answer:** The last person succeeded because they delivered a sharp, forceful strike with the side of their hand to the edge of the cap or the bottle neck just below it.

**Brief Explanation:** Unlike the first two people who only tapped the top of the cap, the last person's sharp impact dislodged the cap's grip on the bottle's rim. This action, combined with the internal pressure from the carbonated drink, provided the necessary force to pop the cap off. The initial tapping and flicking were ineffective; the final hand strike was the crucial step."
0038-1,"**Reason:** The last person tapped the **side of the glass bottle neck** repeatedly just below the cap, and then tapped the **top of the cap**.

**Explanation:** Tapping the side of the neck introduces vibrations and stress into the glass right where the cap is crimped on. This repeated action weakens the glass lip under the cap. The final tap on the top of the cap provides the force needed to fracture the already weakened glass, causing the top of the bottle neck to break off cleanly along with the cap. The first two people only tapped the sides without the crucial final tap on the cap after weakening the glass."
0038-2,"Yes, the last person successfully broke the bottle.

**Explanation:** The video shows the last person making a chopping motion with their hand towards the Coca-Cola bottle, and immediately after this action, the bottom of the bottle cleanly breaks off."
0038-3,"**No.**

**Explanation:**
The last person in the video uses what appears to be a folded piece of paper or card, not a lighter. He initially taps the cap with this object, but ultimately opens the bottle by striking the cap sharply with the side of his hand, rather than using the paper object as a lever against the bottle neck."
0038-7,C
0064-0,"The room went dark after the stick figure closed the door because **someone or something else, already inside the dark room, turned off the light.**

**Explanation:** The lamp inside the bedroom was on when the character entered and closed the door. A distinct ""click"" sound is heard right after the door closes, immediately followed by the room going dark. This, combined with the appearance of a second pair of eyes, indicates the unseen presence turned off the light source from within the room."
0064-1,"Based on the video:

The room became dark because **the lamp on the dresser turned off** immediately after the stick figure character shut the door.

**Explanation:** The lamp was the only visible light source in the bedroom. When the character slammed the door, the lamp simultaneously extinguished, plunging the room into darkness."
0064-2,"**No.**

**Explanation:**

The stick figure first turns off the light switch in the hallway, causing the initial darkness. Later, after running into the bedroom and closing the door, the lamp inside the room is still on. The lamp then turns off (accompanied by a clicking sound), plunging the room into darkness, but it does not fall or break as a result of the door closing."
0064-3,"**No.**

**Explanation:**

The video shows the stick figure character hitting the light switch in the hallway with its hand around the 0:01 mark, causing the hallway light to immediately go out. This happens *before* the character runs away from that area and into the bedroom. The character then closes the bedroom door at the 0:06 mark, which is a separate action that occurs after the hallway light has already been extinguished. The light going out was caused by hitting the switch, not by closing the door."
0064-7,E
0070-0,"The person poured the water **2** times.

**Explanation:**
1. He pours water from the green mug into the black mug at the beginning of the video (approximately 0:00-0:05).
2. He stops pouring, pauses as if thinking, and then starts pouring again (approximately 0:08 until the end)."
0070-1,"The person pours water **2** times in the video.

**Explanation:**
1. He pours water from the green M&M mug into the black gun mug from approximately 0:01 to 0:06.
2. After a brief pause where he appears to think, he resumes pouring water from the green mug into the black mug starting around 0:08 until the video ends."
0070-2,"Yes, the person in the video poured the water twice.

**Explanation:** He pours water from the green M&M mug into the black gun mug initially, pauses thoughtfully, and then starts pouring again a second time."
0070-3,"No.

**Explanation:** The person pours water initially, pauses while reacting and thinking, and then resumes pouring water a second time."
0070-7,D
0080-0,"The purpose of beating the balloon is **to break the inner packet(s) containing vinegar and/or baking soda.**

**Explanation:**
Inside the balloon, vinegar and baking soda are kept separate in small packets (one made from a glove finger for vinegar, another potentially from a balloon piece for baking soda, or the baking soda might be loose). Beating the balloon ruptures these inner packets, allowing the vinegar and baking soda to mix. This initiates a chemical reaction that produces carbon dioxide gas, inflating the balloon from the inside."
0080-1,"You need to hit the balloon **to break the inner packets containing vinegar and baking soda.**

**Explanation:**
Inside the main balloon are two smaller, sealed packets: one with vinegar and one with baking soda. Hitting the balloon forcefully causes these inner packets to rupture. This allows the vinegar and baking soda to mix, triggering a chemical reaction that produces carbon dioxide gas, which then inflates the balloon from the inside, making it puff up."
0080-2,"Yes, the purpose of hitting/squeezing the balloon is to create a fun and interactive toy.

**Explanation:**

Hitting or squeezing the balloon is intended to break an inner pouch (containing vinegar) within the outer balloon (containing baking soda). This mixes the two substances, causing a chemical reaction that produces carbon dioxide gas. The gas rapidly inflates the balloon, making it puff up like the pufferfish drawn on it, creating a surprising and interactive effect, thus forming a fun toy."
0080-3,"No, the purpose of hitting the balloon is not to make it pop loudly.

**Explanation:**
Hitting or squeezing the balloon packet is done to break the inner container (the glove finger holding vinegar) inside the outer container (the balloon piece holding baking soda). This allows the vinegar and baking soda to mix, initiating a chemical reaction that produces carbon dioxide gas. The gas inflates the balloon packet, creating a firm, squishy object, similar to a stress ball, as shown in the final frames. The goal is the inflation caused by the chemical reaction, not a loud pop."
0080-7,A
0081-0,"Based on the video and the provided answers:

The man puts his hand on his face likely as a brief reaction of **playful embarrassment, amusement, or slight shyness** as the woman begins her cute, cat-like dance moves for the video."
0081-1,"Based on the video and the provided analyses:

The man covers his face likely out of **playful embarrassment or amusement** as the woman begins her cute, cat-themed dance routine for the video trend, while both have the animated filter applied."
0081-2,"Yes, it appears the man covered his face to transfer the cat face filter to the girl next to him.

**Explanation:**

Initially, the cat filter is applied to the man's face. When he briefly covers his face with his hand, the filter immediately disappears from him and appears on the girl's face. This action seems to trigger the filter's transfer mechanism, likely by temporarily obscuring the primary detected face, causing the application to apply the filter to the next available face."
0081-3,"**No.**

**Explanation:**

The man puts his hand to his face at the very beginning (around 0:01) just as the woman starts a pointing gesture. This initial hand-to-face action is not mirrored by the woman, nor is it repeated by the man as part of the subsequent, more clearly attempted synchronized moves (like pointing and finger hearts). It appears to be an incidental or spontaneous gesture rather than a planned part of the dance routine."
0081-7,D
0083-0,"The video showcases a concept car, identified as a Porsche, featuring futuristic color-changing technology.

**Explanation:** It's not the same daughter entering repeatedly, but different individuals walking past the car. Each time someone passes, the car instantly changes its color (and sometimes wheel color) to perfectly match the person's outfit—light blue, purple, green, and then red. This repeated demonstration serves to highlight the car's advanced capability for extreme personalization and adaptability, emphasizing innovation and creating a ""wow"" factor around this potential future feature."
0083-1,"Based on the video and the provided answers:

The video does not show a daughter repeatedly entering a room. It shows a car changing its color to match the outfits of different people walking past it on the street.

The message conveyed by this repeated action is one of **futuristic personalization, dynamic adaptability, and cutting-edge automotive innovation**. It showcases a conceptual technology where the car can instantly alter its appearance to match individual style or surroundings, highlighting the brand's focus on advanced features and customization."
0083-2,"**No.**

**Explanation:**

The video does not show a daughter, a mother, or a pet dog. It features people at an outdoor cafe reacting with surprise as a car parked on the street changes color multiple times, matching the outfits of pedestrians walking by. The focus is on the color-changing car, not on family relationships or feelings about a pet."
0083-3,"No, the video does not show a daughter repeatedly entering a room to announce a pet dog or highlight cultural differences.

**Explanation:** The video shows people sitting at an outdoor cafe reacting with surprise as a car parked across the street appears to change its color to match the outfits of different pedestrians walking past it."
0083-7,E
0099-0,"There are **2** zoomed-in close-ups in the video.

**Explanation:**

1.  **First Close-up (around 0:09 - 0:16):** After the initial pattern starts forming, the view zooms in significantly to provide a closer look at the moving point and the intersecting lines as the pattern develops.
2.  **Second Close-up (around 0:55 - 0:59):** Towards the end, after the pattern has become very dense, the view zooms in extremely close, focusing tightly on the moving point and the intricate web of lines immediately surrounding it before the video concludes."
0099-1,"There are **4** zoomed-in close-ups in the video.

**Explanation:**

1.  Around **0:09**, the view zooms in from the initial wide shot.
2.  Around **0:12**, the view zooms in further for a closer perspective.
3.  Around **0:54**, after the pattern becomes dense, the view zooms in again significantly.
4.  Around **0:57**, there is a final, extreme zoom-in focusing tightly on the tracing point."
0099-2,"Yes, there are two zoomed-in close-ups in the video focusing on the geometric pattern.

**Explanation:**

1.  The first zoom occurs around the 0:09-0:10 mark, providing a moderately closer view of the pattern as it develops.
2.  The second, much more significant zoom happens near the end, around the 0:54-0:55 mark, offering an extreme close-up of the dense line structure and the moving point within the completed pattern."
0099-3,"No, the video does not contain 10 zoomed-in close-ups of the geometric pattern.

**Explanation:**
Reviewing the video reveals only a few instances where the view zooms in significantly on the pattern. These occur around the 0:09-0:15 mark and again around the 0:54-0:59 mark. While there are multiple progressive zooms within these short periods, the total number of distinct close-up shots is significantly fewer than 10 (approximately 2 to 5, depending on how distinct zooms are counted)."
0099-7,C
0101-0,"Based on the video:

1.  The man disappears from the doorway under a blanket.
2.  He is briefly shown via a visual effect **inside the Bookshelf**.
3.  He is then revealed hiding **inside the Sofa**.
4.  Next, he pops out from **inside the Cardboard Box**.
5.  Finally, he crawls out on the floor near the doorway.

The sequence of locations the man appears to teleport *into* is:

1.  **Bookshelf**
2.  **Sofa**
3.  **Cardboard Box**

**Explanation:** The video uses editing tricks to create the illusion of the man instantly appearing inside different objects after initially disappearing under the blanket in the doorway. He is sequentially revealed inside the bookshelf (visual effect), inside the sofa structure, and inside the cardboard box before finally reappearing normally on the floor."
0101-1,"Okay, here is the order of locations where the man appears after teleporting in the video:

1.  **Inside the bookshelf/cabinet:** He first appears within the shelves of the white built-in unit.
2.  **Inside the sofa:** He then pops up from inside the grey sofa, lifting a cushion.
3.  **Inside the cardboard box:** Next, he appears inside a cardboard box placed on the floor."
0101-2,"No, the man does not actually teleport in the video.

**Explanation:**
The video uses editing techniques and visual effects to create the illusion that the man is instantly appearing in different hiding spots (bookshelf, inside the couch, inside the box). This is achieved through cuts and digital effects, not actual teleportation. He physically crawls back into view from under the blanket at the end while the dog is distracted."
0101-3,"No, that is not the correct order.

**Explanation:**

The man first appears hiding in the **bookshelf**, then inside the **couch**, then inside the **cardboard box**, and finally reveals himself crawling out from **under the blanket**."
0101-7,B
0113-0,"There are **2** buildings/structures demolished in the video.

**Explanation:**

1.  **Skyscraper (0:30 - 0:38):** A tall glass skyscraper is demolished using controlled explosives.
2.  **Water Tower (0:55 - 0:59):** A brick water tower is demolished by an excavator undermining its base, causing it to fall."
0113-1,"There are **2** buildings/structures taken down in the video.

**Explanation:**
1.  A tall glass skyscraper is demolished via implosion (0:30-0:38).
2.  A brick water tower is demolished using an excavator (0:55-0:59)."
0113-2,"No, only one conventional building is demolished in the video.

**Explanation:**

1.  The video shows a tall glass skyscraper being demolished via controlled implosion (around 0:30-0:38).
2.  Later, a brick water tower is demolished using an excavator (around 0:55-0:59). While the water tower is a large structure, it is not typically classified as a building in the same way the skyscraper is."
0113-3,"No, more than one structure is demolished in the video.

**Explanation:** The video clearly shows the demolition of a tall glass skyscraper via implosion (around 0:30) and the demolition of a brick water tower using an excavator (around 0:55)."
0113-7,A
0117-0,
0117-1,
0117-2,
0117-3,
0117-7,
0118-0,
0118-1,
0118-2,
0118-3,
0118-7,
0127-0,
0127-1,
0127-2,
0127-3,
0127-7,
0129-0,
0129-1,
0129-2,
0129-3,
0129-7,
0133-0,
0133-1,
0133-2,
0133-3,
0133-7,
0142-0,
0142-1,
0142-2,
0142-3,
0142-7,
0146-0,
0146-1,
0146-2,
0146-3,
0146-7,
0151-0,
0151-1,
0151-2,
0151-3,
0151-7,
0152-0,
0152-1,
0152-2,
0152-3,
0152-7,
0154-0,
0154-1,
0154-2,
0154-3,
0154-7,
0162-0,
0162-1,
0162-2,
0162-3,
0162-7,
0167-0,
0167-1,
0167-2,
0167-3,
0167-7,
0169-0,
0169-1,
0169-2,
0169-3,
0169-7,
0179-0,
0179-1,
0179-2,
0179-3,
0179-7,
0198-0,
0198-1,
0198-2,
0198-3,
0198-7,
0217-0,
0217-1,
0217-2,
0217-3,
0217-7,
0242-0,
0242-1,
0242-2,
0242-3,
0242-7,
0248-0,
0248-1,
0248-2,
0248-3,
0248-7,
0251-0,
0251-1,
0251-2,
0251-3,
0251-7,
0256-0,
0256-1,
0256-2,
0256-3,
0256-7,
0259-0,
0259-1,
0259-2,
0259-3,
0259-7,
0266-0,
0266-1,
0266-2,
0266-3,
0266-7,
0267-0,
0267-1,
0267-2,
0267-3,
0267-7,
0273-0,
0273-1,
0273-2,
0273-3,
0273-7,
0274-0,
0274-1,
0274-2,
0274-3,
0274-7,
0276-0,
0276-1,
0276-2,
0276-3,
0276-7,
0278-0,
0278-1,
0278-2,
0278-3,
0278-7,
0288-0,
0288-1,
0288-2,
0288-3,
0288-7,
0291-0,
0291-1,
0291-2,
0291-3,
0291-7,
0292-0,
0292-1,
0292-2,
0292-3,
0292-7,
0295-0,
0295-1,
0295-2,
0295-3,
0295-7,
0296-0,
0296-1,
0296-2,
0296-3,
0296-7,
0303-0,
0303-1,
0303-2,
0303-3,
0303-7,
0304-0,
0304-1,
0304-2,
0304-3,
0304-7,
0308-0,
0308-1,
0308-2,
0308-3,
0308-7,
0313-0,
0313-1,
0313-2,
0313-3,
0313-7,
0319-0,
0319-1,
0319-2,
0319-3,
0319-7,
0320-0,
0320-1,
0320-2,
0320-3,
0320-7,
0321-0,
0321-1,
0321-2,
0321-3,
0321-7,
0325-0,
0325-1,
0325-2,
0325-3,
0325-7,
0334-0,
0334-1,
0334-2,
0334-3,
0334-7,
0340-0,
0340-1,
0340-2,
0340-3,
0340-7,
0357-0,
0357-1,
0357-2,
0357-3,
0357-7,
0358-0,
0358-1,
0358-2,
0358-3,
0358-7,
0368-0,
0368-1,
0368-2,
0368-3,
0368-7,
0370-0,
0370-1,
0370-2,
0370-3,
0370-7,
0372-0,
0372-1,
0372-2,
0372-3,
0372-7,
0374-0,
0374-1,
0374-2,
0374-3,
0374-7,
0377-0,
0377-1,
0377-2,
0377-3,
0377-7,
0410-0,
0410-1,
0410-2,
0410-3,
0410-7,
0416-0,
0416-1,
0416-2,
0416-3,
0416-7,
0417-0,
0417-1,
0417-2,
0417-3,
0417-7,
0420-0,
0420-1,
0420-2,
0420-3,
0420-7,
0427-0,
0427-1,
0427-2,
0427-3,
0427-7,
0430-0,
0430-1,
0430-2,
0430-3,
0430-7,
0432-0,
0432-1,
0432-2,
0432-3,
0432-7,
0435-0,
0435-1,
0435-2,
0435-3,
0435-7,
0439-0,
0439-1,
0439-2,
0439-3,
0439-7,
0441-0,
0441-1,
0441-2,
0441-3,
0441-7,
0452-0,
0452-1,
0452-2,
0452-3,
0452-7,
0456-0,
0456-1,
0456-2,
0456-3,
0456-7,
0463-0,
0463-1,
0463-2,
0463-3,
0463-7,
0466-0,
0466-1,
0466-2,
0466-3,
0466-7,
0468-0,
0468-1,
0468-2,
0468-3,
0468-7,
0494-0,
0494-1,
0494-2,
0494-3,
0494-7,
0500-0,
0500-1,
0500-2,
0500-3,
0500-7,
0501-0,
0501-1,
0501-2,
0501-3,
0501-7,
0512-0,
0512-1,
0512-2,
0512-3,
0512-7,
0520-0,
0520-1,
0520-2,
0520-3,
0520-7,
0522-0,
0522-1,
0522-2,
0522-3,
0522-7,
0525-0,
0525-1,
0525-2,
0525-3,
0525-7,
0526-0,
0526-1,
0526-2,
0526-3,
0526-7,
0530-0,
0530-1,
0530-2,
0530-3,
0530-7,
0539-0,
0539-1,
0539-2,
0539-3,
0539-7,
0541-0,
0541-1,
0541-2,
0541-3,
0541-7,
0542-0,
0542-1,
0542-2,
0542-3,
0542-7,
0548-0,
0548-1,
0548-2,
0548-3,
0548-7,
0551-0,
0551-1,
0551-2,
0551-3,
0551-7,
0552-0,
0552-1,
0552-2,
0552-3,
0552-7,
0561-0,
0561-1,
0561-2,
0561-3,
0561-7,
0566-0,
0566-1,
0566-2,
0566-3,
0566-7,
0567-0,
0567-1,
0567-2,
0567-3,
0567-7,
0571-0,
0571-1,
0571-2,
0571-3,
0571-7,
0575-0,
0575-1,
0575-2,
0575-3,
0575-7,
0576-0,
0576-1,
0576-2,
0576-3,
0576-7,
0578-0,
0578-1,
0578-2,
0578-3,
0578-7,
0580-0,
0580-1,
0580-2,
0580-3,
0580-7,
0588-0,
0588-1,
0588-2,
0588-3,
0588-7,
0589-0,
0589-1,
0589-2,
0589-3,
0589-7,
0590-0,
0590-1,
0590-2,
0590-3,
0590-7,
0595-0,
0595-1,
0595-2,
0595-3,
0595-7,
0597-0,
0597-1,
0597-2,
0597-3,
0597-7,
0600-0,
0600-1,
0600-2,
0600-3,
0600-7,
0603-0,
0603-1,
0603-2,
0603-3,
0603-7,
0607-0,
0607-1,
0607-2,
0607-3,
0607-7,
0609-0,
0609-1,
0609-2,
0609-3,
0609-7,
0610-0,
0610-1,
0610-2,
0610-3,
0610-7,
0612-0,
0612-1,
0612-2,
0612-3,
0612-7,
0614-0,
0614-1,
0614-2,
0614-3,
0614-7,
0616-0,
0616-1,
0616-2,
0616-3,
0616-7,
0620-0,
0620-1,
0620-2,
0620-3,
0620-7,
0621-0,
0621-1,
0621-2,
0621-3,
0621-7,
0625-0,
0625-1,
0625-2,
0625-3,
0625-7,
0627-0,
0627-1,
0627-2,
0627-3,
0627-7,
0633-0,
0633-1,
0633-2,
0633-3,
0633-7,
0643-0,
0643-1,
0643-2,
0643-3,
0643-7,
0645-0,
0645-1,
0645-2,
0645-3,
0645-7,
0652-0,
0652-1,
0652-2,
0652-3,
0652-7,
0655-0,
0655-1,
0655-2,
0655-3,
0655-7,
0658-0,
0658-1,
0658-2,
0658-3,
0658-7,
0664-0,
0664-1,
0664-2,
0664-3,
0664-7,
0667-0,
0667-1,
0667-2,
0667-3,
0667-7,
0670-0,
0670-1,
0670-2,
0670-3,
0670-7,
0673-0,
0673-1,
0673-2,
0673-3,
0673-7,
0675-0,
0675-1,
0675-2,
0675-3,
0675-7,
0679-0,
0679-1,
0679-2,
0679-3,
0679-7,
0689-0,
0689-1,
0689-2,
0689-3,
0689-7,
0690-0,
0690-1,
0690-2,
0690-3,
0690-7,
0695-0,
0695-1,
0695-2,
0695-3,
0695-7,
0706-0,
0706-1,
0706-2,
0706-3,
0706-7,
0707-0,
0707-1,
0707-2,
0707-3,
0707-7,
0708-0,
0708-1,
0708-2,
0708-3,
0708-7,
0721-0,
0721-1,
0721-2,
0721-3,
0721-7,
0723-0,
0723-1,
0723-2,
0723-3,
0723-7,
0724-0,
0724-1,
0724-2,
0724-3,
0724-7,
0725-0,
0725-1,
0725-2,
0725-3,
0725-7,
0729-0,
0729-1,
0729-2,
0729-3,
0729-7,
0731-0,
0731-1,
0731-2,
0731-3,
0731-7,
0735-0,
0735-1,
0735-2,
0735-3,
0735-7,
0738-0,
0738-1,
0738-2,
0738-3,
0738-7,
0740-0,
0740-1,
0740-2,
0740-3,
0740-7,
0742-0,
0742-1,
0742-2,
0742-3,
0742-7,
0743-0,
0743-1,
0743-2,
0743-3,
0743-7,
0749-0,
0749-1,
0749-2,
0749-3,
0749-7,
0755-0,
0755-1,
0755-2,
0755-3,
0755-7,
0757-0,
0757-1,
0757-2,
0757-3,
0757-7,
0762-0,
0762-1,
0762-2,
0762-3,
0762-7,
0763-0,
0763-1,
0763-2,
0763-3,
0763-7,
0766-0,
0766-1,
0766-2,
0766-3,
0766-7,
0777-0,
0777-1,
0777-2,
0777-3,
0777-7,
0779-0,
0779-1,
0779-2,
0779-3,
0779-7,
0790-0,
0790-1,
0790-2,
0790-3,
0790-7,
0794-0,
0794-1,
0794-2,
0794-3,
0794-7,
0803-0,
0803-1,
0803-2,
0803-3,
0803-7,
0806-0,
0806-1,
0806-2,
0806-3,
0806-7,
0810-0,
0810-1,
0810-2,
0810-3,
0810-7,
0812-0,
0812-1,
0812-2,
0812-3,
0812-7,
0816-0,
0816-1,
0816-2,
0816-3,
0816-7,
0818-0,
0818-1,
0818-2,
0818-3,
0818-7,
0827-0,
0827-1,
0827-2,
0827-3,
0827-7,
0833-0,
0833-1,
0833-2,
0833-3,
0833-7,
0835-0,
0835-1,
0835-2,
0835-3,
0835-7,
0841-0,
0841-1,
0841-2,
0841-3,
0841-7,
0848-0,
0848-1,
0848-2,
0848-3,
0848-7,
0854-0,
0854-1,
0854-2,
0854-3,
0854-7,
0857-0,
0857-1,
0857-2,
0857-3,
0857-7,
0858-0,
0858-1,
0858-2,
0858-3,
0858-7,
0865-0,
0865-1,
0865-2,
0865-3,
0865-7,
0868-0,
0868-1,
0868-2,
0868-3,
0868-7,
0870-0,
0870-1,
0870-2,
0870-3,
0870-7,
0871-0,
0871-1,
0871-2,
0871-3,
0871-7,
0872-0,
0872-1,
0872-2,
0872-3,
0872-7,
0875-0,
0875-1,
0875-2,
0875-3,
0875-7,
0879-0,
0879-1,
0879-2,
0879-3,
0879-7,
0880-0,
0880-1,
0880-2,
0880-3,
0880-7,
0886-0,
0886-1,
0886-2,
0886-3,
0886-7,
0895-0,
0895-1,
0895-2,
0895-3,
0895-7,
0898-0,
0898-1,
0898-2,
0898-3,
0898-7,
0901-0,
0901-1,
0901-2,
0901-3,
0901-7,
0905-0,
0905-1,
0905-2,
0905-3,
0905-7,
0907-0,
0907-1,
0907-2,
0907-3,
0907-7,
0910-0,
0910-1,
0910-2,
0910-3,
0910-7,
0914-0,
0914-1,
0914-2,
0914-3,
0914-7,
0918-0,
0918-1,
0918-2,
0918-3,
0918-7,
0919-0,
0919-1,
0919-2,
0919-3,
0919-7,
0924-0,
0924-1,
0924-2,
0924-3,
0924-7,
0926-0,
0926-1,
0926-2,
0926-3,
0926-7,
0927-0,
0927-1,
0927-2,
0927-3,
0927-7,
0929-0,
0929-1,
0929-2,
0929-3,
0929-7,
0933-0,
0933-1,
0933-2,
0933-3,
0933-7,
0939-0,
0939-1,
0939-2,
0939-3,
0939-7,
0942-0,
0942-1,
0942-2,
0942-3,
0942-7,
0946-0,
0946-1,
0946-2,
0946-3,
0946-7,
0949-0,
0949-1,
0949-2,
0949-3,
0949-7,
0950-0,
0950-1,
0950-2,
0950-3,
0950-7,
0952-0,
0952-1,
0952-2,
0952-3,
0952-7,
0956-0,
0956-1,
0956-2,
0956-3,
0956-7,
0957-0,
0957-1,
0957-2,
0957-3,
0957-7,
0973-0,
0973-1,
0973-2,
0973-3,
0973-7,
0974-0,
0974-1,
0974-2,
0974-3,
0974-7,
0976-0,
0976-1,
0976-2,
0976-3,
0976-7,
0983-0,
0983-1,
